episode,phase,step0_tool,reward,success,top_patterns
427,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.100|re.findall:0.100
428,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.086|re.findall:0.079
429,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.098|re.findall:0.090
430,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.103|re.findall:0.099
431,Pattern Extraction,re.findall,-1.0,0,re.findall:0.113|re.findall:0.105|re.findall:0.098
432,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.105|re.findall:0.100
433,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.105|re.findall:0.100
434,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.105|re.findall:0.100
435,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.085|re.findall:0.080
436,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.085
437,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.087|re.findall:0.083
438,Pattern Extraction,re.findall,-1.0,0,re.findall:0.110|re.findall:0.089|re.findall:0.087
439,Pattern Extraction,none,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.089
440,Pattern Extraction,re.findall,-1.0,0,re.findall:0.113|re.findall:0.087|re.findall:0.087
441,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.087
442,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.100
443,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.100
444,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.081|re.findall:0.077
445,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.081
446,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.095
447,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.085|re.findall:0.085
448,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.085
449,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
450,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
451,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
452,Pattern Extraction,re.findall,-1.0,0,re.findall:0.073|re.findall:0.072|re.findall:0.070
453,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.073|re.findall:0.072
454,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.073|re.findall:0.073
455,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.073
456,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.089|re.findall:0.075
457,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.089
458,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.087|re.findall:0.086
459,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.087
460,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.091|re.findall:0.083
461,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.091
462,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.090|re.findall:0.086
463,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.090
464,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.092|re.findall:0.088
465,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.092
466,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
467,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
468,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
469,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.073|re.findall:0.073
470,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.082|re.findall:0.080
471,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.092|re.findall:0.085
472,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.092
473,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
474,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.084|re.findall:0.083
475,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.084
476,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
477,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
478,Pattern Extraction,re.findall,-1.0,0,re.findall:0.079|re.findall:0.077|re.findall:0.076
479,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.079|re.findall:0.077
480,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.077|re.findall:0.072
481,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.080|re.findall:0.074
482,Pattern Extraction,re.findall,-1.0,0,re.findall:0.119|re.findall:0.083|re.findall:0.077
483,Pattern Extraction,none,1.0,1,re.findall:0.119|re.findall:0.100|re.findall:0.083
484,Pattern Extraction,none,1.0,1,re.findall:0.119|re.findall:0.100|re.findall:0.100
485,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.086|re.findall:0.084
486,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.086
487,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
488,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
489,Pattern Extraction,re.findall,-1.0,0,re.findall:0.079|re.findall:0.079|re.findall:0.079
490,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.079|re.findall:0.079
491,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.079
492,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.080|re.findall:0.075
493,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.089|re.findall:0.085
494,Pattern Extraction,re.findall,-1.0,0,re.findall:0.107|re.findall:0.101|re.findall:0.096
495,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.101|re.findall:0.100
496,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.101|re.findall:0.100
497,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.101|re.findall:0.100
498,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.101|re.findall:0.100
499,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.080|re.findall:0.079
500,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.084|re.findall:0.083
501,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.084
502,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.089
503,Pattern Extraction,re.findall,-1.0,0,re.findall:0.083|re.findall:0.082|re.findall:0.082
504,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.083|re.findall:0.082
505,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.083
506,Pattern Extraction,re.findall,-1.0,0,re.findall:0.083|re.findall:0.083|re.findall:0.078
507,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.091|re.findall:0.084
508,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.091
509,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
510,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.083|re.findall:0.082
511,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.083
512,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
513,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.082|re.findall:0.081
514,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.090|re.findall:0.087
515,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.090
516,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.090|re.findall:0.089
517,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.090
518,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.091|re.findall:0.088
519,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.091
520,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
521,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
522,Pattern Extraction,re.findall,-1.0,0,re.findall:0.079|re.findall:0.078|re.findall:0.075
523,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.085|re.findall:0.079
524,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.085
525,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.091|re.findall:0.083
526,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.091
527,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.093|re.findall:0.082
528,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.093
529,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.092|re.findall:0.086
530,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.092
531,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
532,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
533,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
534,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
535,Pattern Extraction,re.findall,-1.0,0,re.findall:0.073|re.findall:0.067|re.findall:0.067
536,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.073|re.findall:0.067
537,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.068|re.findall:0.068
538,Pattern Extraction,re.findall,-1.0,0,re.findall:0.099|re.findall:0.077|re.findall:0.071
539,Pattern Extraction,re.findall,-1.0,0,re.findall:0.110|re.findall:0.090|re.findall:0.078
540,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.104|re.findall:0.089
541,Pattern Extraction,re.findall,-1.0,0,re.findall:0.125|re.findall:0.109|re.findall:0.104
542,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.104
543,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.104
544,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.104
545,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.104
546,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.104
547,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.109|re.findall:0.104
548,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.076|re.findall:0.068
549,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.083|re.findall:0.073
550,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.086|re.findall:0.081
551,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.086|re.findall:0.086
552,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.090|re.findall:0.080
553,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.090
554,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.095
555,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.085|re.findall:0.082
556,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.085
557,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.095
558,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.085|re.findall:0.082
559,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.085
560,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.088|re.findall:0.086
561,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.088
562,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
563,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.083|re.findall:0.081
564,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.087|re.findall:0.083
565,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.090|re.findall:0.081
566,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.090
567,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.088|re.findall:0.086
568,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.088
569,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.089|re.findall:0.085
570,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.096|re.findall:0.091
571,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.096
572,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.100
573,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.100
574,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.085|re.findall:0.075
575,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.085
576,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
577,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.083|re.findall:0.078
578,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.083
579,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.085
580,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.084|re.findall:0.081
581,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.096|re.findall:0.090
582,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.096
583,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.096
584,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
585,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.084|re.findall:0.078
586,Pattern Extraction,re.findall,-1.0,0,re.findall:0.098|re.findall:0.088|re.findall:0.088
587,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.098|re.findall:0.088
588,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.098
589,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
590,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
591,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.074|re.findall:0.072
592,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.077|re.findall:0.074
593,Pattern Extraction,re.findall,-1.0,0,re.findall:0.083|re.findall:0.079|re.findall:0.073
594,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.083|re.findall:0.083
595,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.083
596,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.087|re.findall:0.082
597,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.094|re.findall:0.083
598,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.099|re.findall:0.094
599,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.099
600,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
601,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
602,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
603,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
604,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.073|re.findall:0.069
605,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.081|re.findall:0.077
606,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.088|re.findall:0.084
607,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.088
608,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
609,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.084|re.findall:0.084
610,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.084
611,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.090|re.findall:0.085
612,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.097|re.findall:0.094
613,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.097
614,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.097|re.findall:0.093
615,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.097
616,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
617,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
618,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.082|re.findall:0.078
619,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.089|re.findall:0.087
620,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.096|re.findall:0.094
621,Pattern Extraction,re.findall,-1.0,0,re.findall:0.106|re.findall:0.104|re.findall:0.101
622,Pattern Extraction,re.findall,-1.0,0,re.findall:0.119|re.findall:0.111|re.findall:0.107
623,Pattern Extraction,none,1.0,1,re.findall:0.119|re.findall:0.111|re.findall:0.107
624,Pattern Extraction,re.findall,-1.0,0,re.findall:0.127|re.findall:0.104|re.findall:0.100
625,Pattern Extraction,re.findall,-1.0,0,re.findall:0.144|re.findall:0.108|re.findall:0.106
626,Pattern Extraction,none,1.0,1,re.findall:0.144|re.findall:0.108|re.findall:0.106
627,Pattern Extraction,re.findall,-1.0,0,re.findall:0.140|re.findall:0.112|re.findall:0.099
628,Pattern Extraction,re.findall,-1.0,0,re.findall:0.146|re.findall:0.129|re.findall:0.107
629,Pattern Extraction,re.findall,-1.0,0,re.findall:0.151|re.findall:0.144|re.findall:0.124
630,Pattern Extraction,re.findall,-1.0,0,re.findall:0.156|re.findall:0.148|re.findall:0.145
631,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.148|re.findall:0.145
632,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.148|re.findall:0.145
633,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.148|re.findall:0.145
634,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.148|re.findall:0.145
635,Pattern Extraction,none,1.0,1,re.findall:0.156|re.findall:0.148|re.findall:0.145
636,Pattern Extraction,re.findall,-1.0,0,re.findall:0.109|re.findall:0.106|re.findall:0.091
637,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.101|re.findall:0.087
638,Pattern Extraction,re.findall,-1.0,0,re.findall:0.125|re.findall:0.105|re.findall:0.092
639,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.105|re.findall:0.100
640,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.115|re.findall:0.094
641,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.115|re.findall:0.100
642,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.102|re.findall:0.097
643,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.102|re.findall:0.100
644,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.102|re.findall:0.100
645,Pattern Extraction,re.findall,-1.0,0,re.findall:0.119|re.findall:0.088|re.findall:0.086
646,Pattern Extraction,none,1.0,1,re.findall:0.119|re.findall:0.100|re.findall:0.088
647,Pattern Extraction,none,1.0,1,re.findall:0.119|re.findall:0.100|re.findall:0.100
648,Pattern Extraction,re.findall,-1.0,0,re.findall:0.113|re.findall:0.086|re.findall:0.086
649,Pattern Extraction,re.findall,-1.0,0,re.findall:0.125|re.findall:0.102|re.findall:0.099
650,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.102|re.findall:0.100
651,Pattern Extraction,none,1.0,1,re.findall:0.125|re.findall:0.102|re.findall:0.100
652,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.099|re.findall:0.093
653,Pattern Extraction,re.findall,-1.0,0,re.findall:0.121|re.findall:0.107|re.findall:0.098
654,Pattern Extraction,none,1.0,1,re.findall:0.121|re.findall:0.107|re.findall:0.100
655,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.109|re.findall:0.100
656,Pattern Extraction,re.findall,-1.0,0,re.findall:0.135|re.findall:0.113|re.findall:0.104
657,Pattern Extraction,none,1.0,1,re.findall:0.135|re.findall:0.113|re.findall:0.104
658,Pattern Extraction,none,1.0,1,re.findall:0.135|re.findall:0.113|re.findall:0.104
659,Pattern Extraction,none,1.0,1,re.findall:0.135|re.findall:0.113|re.findall:0.104
660,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.093|re.findall:0.080
661,Pattern Extraction,re.findall,-1.0,0,re.findall:0.141|re.findall:0.101|re.findall:0.094
662,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.101|re.findall:0.100
663,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.101|re.findall:0.100
664,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.096|re.findall:0.089
665,Pattern Extraction,re.findall,-1.0,0,re.findall:0.117|re.findall:0.113|re.findall:0.101
666,Pattern Extraction,none,1.0,1,re.findall:0.117|re.findall:0.113|re.findall:0.101
667,Pattern Extraction,none,1.0,1,re.findall:0.117|re.findall:0.113|re.findall:0.101
668,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.103|re.findall:0.092
669,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.103|re.findall:0.100
670,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.103|re.findall:0.100
671,Pattern Extraction,re.findall,-1.0,0,re.findall:0.098|re.findall:0.091|re.findall:0.086
672,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.098|re.findall:0.091
673,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.091|re.findall:0.090
674,Pattern Extraction,re.findall,-1.0,0,re.findall:0.108|re.findall:0.101|re.findall:0.090
675,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.109|re.findall:0.088
676,Pattern Extraction,re.findall,-1.0,0,re.findall:0.141|re.findall:0.120|re.findall:0.088
677,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
678,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
679,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
680,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
681,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
682,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
683,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
684,Pattern Extraction,none,1.0,1,re.findall:0.141|re.findall:0.120|re.findall:0.100
685,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.073|re.findall:0.058
686,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.073
687,Linguistic Analysis,none,1.0,1,re.findall:0.100|textblob.TextBlob:0.100|re.findall:0.085
688,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.087|re.findall:0.071|re.findall:0.066
689,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.100|re.findall:0.067|re.findall:0.067
690,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.111|re.findall:0.079|re.findall:0.076
691,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.112|re.findall:0.093|re.findall:0.088
692,Linguistic Analysis,none,1.0,1,re.findall:0.112|textblob.TextBlob:0.100|re.findall:0.093
693,Linguistic Analysis,none,1.0,1,re.findall:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
694,Linguistic Analysis,none,1.0,1,re.findall:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
695,Linguistic Analysis,none,1.0,1,re.findall:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
696,Linguistic Analysis,none,1.0,1,re.findall:0.112|textblob.TextBlob:0.100|textblob.TextBlob:0.100
697,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.077|re.findall:0.075|re.findall:0.072
698,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|re.findall:0.077|re.findall:0.075
699,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.083|re.findall:0.075|re.findall:0.073
700,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|re.findall:0.083|re.findall:0.075
701,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|re.findall:0.083
702,Linguistic Analysis,textblob.TextBlob,-1.0,0,re.findall:0.078|textblob.TextBlob:0.076|textblob.TextBlob:0.076
703,Linguistic Analysis,re.findall,-1.0,0,re.findall:0.083|re.findall:0.080|textblob.TextBlob:0.079
704,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|re.findall:0.083|re.findall:0.080
705,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|re.findall:0.083
706,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
707,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
708,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
709,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.100|textblob.TextBlob:0.100
710,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.063|textblob.TextBlob:0.063|textblob.TextBlob:0.063
711,Linguistic Analysis,none,1.0,1,textblob.TextBlob:0.100|textblob.TextBlob:0.063|textblob.TextBlob:0.063
712,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.090|textblob.TextBlob:0.064|textblob.TextBlob:0.064
713,Linguistic Analysis,textblob.TextBlob,-1.0,0,textblob.TextBlob:0.101|textblob.TextBlob:0.074|textblob.TextBlob:0.070
