episode,phase,step0_tool,reward,success,top_patterns
0,Tool Familiarization,re_findall,-1.0,0,index:0.172|float:0.168|split:0.167
359,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|math.sqrt:0.057|math.sqrt:0.057
360,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|math.sqrt:0.057
361,Arithmetic Reasoning,math.sqrt,-1.0,0,sympy.sympify:0.069|sympy.sympify:0.061|math.sqrt:0.056
362,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|sympy.sympify:0.069|sympy.sympify:0.061
363,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|sympy.sympify:0.069
364,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|math.sqrt:0.100
365,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|math.sqrt:0.100
366,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|math.sqrt:0.100
367,Arithmetic Reasoning,sympy.sympify,-1.0,0,math.sqrt:0.069|sympy.sympify:0.060|sympy.sympify:0.058
368,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|math.sqrt:0.069|sympy.sympify:0.060
369,Arithmetic Reasoning,builtins.float,-1.0,0,sympy.sympify:0.073|math.sqrt:0.067|sympy.sympify:0.057
370,Arithmetic Reasoning,sympy.sympify,1.0,1,sympy.sympify:0.100|sympy.sympify:0.074|math.sqrt:0.068
371,Arithmetic Reasoning,builtins.float,1.0,1,sympy.sympify:0.100|builtins.float:0.100|sympy.sympify:0.067
372,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|math.factorial:0.100
373,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.100|builtins.float:0.100|math.factorial:0.100
374,Arithmetic Reasoning,math.factorial,-1.0,0,sympy.sympify:0.154|sympy.sympify:0.057|builtins.float:0.056
375,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.154|sympy.sympify:0.100|sympy.sympify:0.057
376,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.154|sympy.sympify:0.100|sympy.sympify:0.100
377,Arithmetic Reasoning,sympy.sympify,1.0,1,sympy.sympify:0.132|sympy.sympify:0.100|sympy.sympify:0.092
378,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.132|sympy.sympify:0.100|sympy.sympify:0.100
379,Arithmetic Reasoning,none,1.0,1,sympy.sympify:0.132|sympy.sympify:0.100|sympy.sympify:0.100
380,Pattern Extraction,builtins.float,-1.0,0,sympy.sympify:0.137|sympy.sympify:0.131|sympy.sympify:0.123
381,Pattern Extraction,none,1.0,1,sympy.sympify:0.137|sympy.sympify:0.131|sympy.sympify:0.123
382,Pattern Extraction,none,1.0,1,sympy.sympify:0.137|sympy.sympify:0.131|sympy.sympify:0.123
383,Pattern Extraction,sympy.sympify,-1.0,0,sympy.sympify:0.155|sympy.sympify:0.134|sympy.sympify:0.117
384,Pattern Extraction,sympy.sympify,-1.0,0,sympy.sympify:0.173|sympy.sympify:0.145|sympy.sympify:0.125
385,Pattern Extraction,none,1.0,1,sympy.sympify:0.173|sympy.sympify:0.145|sympy.sympify:0.125
386,Pattern Extraction,none,1.0,1,sympy.sympify:0.173|sympy.sympify:0.145|sympy.sympify:0.125
387,Pattern Extraction,none,1.0,1,sympy.sympify:0.173|sympy.sympify:0.145|sympy.sympify:0.125
388,Pattern Extraction,re.findall,-1.0,0,sympy.sympify:0.126|sympy.sympify:0.124|sympy.sympify:0.103
389,Pattern Extraction,sympy.sympify,-1.0,0,sympy.sympify:0.133|sympy.sympify:0.105|sympy.sympify:0.097
390,Pattern Extraction,none,1.0,1,sympy.sympify:0.133|sympy.sympify:0.105|re.findall:0.100
391,Pattern Extraction,sympy.sympify,-1.0,0,sympy.sympify:0.128|re.findall:0.084|sympy.sympify:0.077
392,Pattern Extraction,none,1.0,1,sympy.sympify:0.128|re.findall:0.100|re.findall:0.084
393,Pattern Extraction,re.findall,-1.0,0,sympy.sympify:0.123|re.findall:0.081|sympy.sympify:0.077
394,Pattern Extraction,math.sqrt,-1.0,0,sympy.sympify:0.128|sympy.sympify:0.093|re.findall:0.081
395,Pattern Extraction,none,1.0,1,sympy.sympify:0.128|re.findall:0.100|sympy.sympify:0.093
396,Pattern Extraction,none,1.0,1,sympy.sympify:0.128|re.findall:0.100|re.findall:0.100
397,Pattern Extraction,none,1.0,1,sympy.sympify:0.128|re.findall:0.100|re.findall:0.100
398,Pattern Extraction,none,1.0,1,sympy.sympify:0.128|re.findall:0.100|re.findall:0.100
399,Pattern Extraction,sympy.sympify,-1.0,0,sympy.sympify:0.092|sympy.sympify:0.075|re.findall:0.072
400,Pattern Extraction,none,1.0,1,re.findall:0.100|sympy.sympify:0.092|sympy.sympify:0.075
401,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|sympy.sympify:0.092
402,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.084|sympy.sympify:0.072
403,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.084
404,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.084
405,Pattern Extraction,sympy.sympify,-1.0,0,re.findall:0.085|re.findall:0.082|re.findall:0.077
406,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.085|re.findall:0.082
407,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.085|re.findall:0.083
408,Pattern Extraction,re.findall,-1.0,0,re.findall:0.101|re.findall:0.091|re.findall:0.086
409,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.091
410,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
411,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
412,Pattern Extraction,none,1.0,1,re.findall:0.101|re.findall:0.100|re.findall:0.100
413,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.072|re.findall:0.072
414,Pattern Extraction,sympy.sympify,-1.0,0,re.findall:0.092|re.findall:0.079|re.findall:0.075
415,Pattern Extraction,re.findall,-1.0,0,re.findall:0.099|re.findall:0.092|re.findall:0.082
416,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.099|re.findall:0.092
417,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.099
418,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
419,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
420,Pattern Extraction,re.findall,-1.0,0,re.findall:0.075|re.findall:0.073|re.findall:0.071
421,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.075|re.findall:0.073
422,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.075
423,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.081|re.findall:0.070
424,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.081
425,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.082
426,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
427,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
428,Pattern Extraction,re.findall,-1.0,0,re.findall:0.071|re.findall:0.068|re.findall:0.068
429,Pattern Extraction,re.findall,-1.0,0,re.findall:0.074|re.findall:0.074|re.findall:0.070
430,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.074|re.findall:0.074
431,Pattern Extraction,re.findall,-1.0,0,re.findall:0.086|re.findall:0.073|re.findall:0.069
432,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.077|re.findall:0.077
433,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.089|re.findall:0.077
434,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.089
435,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
436,Pattern Extraction,re.findall,-1.0,0,re.findall:0.076|re.findall:0.073|re.findall:0.073
437,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.076|re.findall:0.073
438,Pattern Extraction,re.findall,-1.0,0,re.findall:0.091|re.findall:0.073|re.findall:0.072
439,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.091|re.findall:0.073
440,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.091
441,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.083|re.findall:0.080
442,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.093|re.findall:0.081
443,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.100|re.findall:0.084
444,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
445,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
446,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.084|re.findall:0.084
447,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.084
448,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.092|re.findall:0.088
449,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.100|re.findall:0.098
450,Pattern Extraction,re.findall,-1.0,0,re.findall:0.128|re.findall:0.108|re.findall:0.091
451,Pattern Extraction,re.findall,-1.0,0,re.findall:0.140|re.findall:0.119|re.findall:0.085
452,Pattern Extraction,re.findall,-1.0,0,re.findall:0.140|re.findall:0.128|re.findall:0.085
453,Pattern Extraction,re.findall,-1.0,0,re.findall:0.137|re.findall:0.136|re.findall:0.084
454,Pattern Extraction,none,1.0,1,re.findall:0.137|re.findall:0.136|re.findall:0.100
455,Pattern Extraction,none,1.0,1,re.findall:0.137|re.findall:0.136|re.findall:0.100
456,Pattern Extraction,none,1.0,1,re.findall:0.137|re.findall:0.136|re.findall:0.100
457,Pattern Extraction,none,1.0,1,re.findall:0.137|re.findall:0.136|re.findall:0.100
458,Pattern Extraction,none,1.0,1,re.findall:0.137|re.findall:0.136|re.findall:0.100
459,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.082|re.findall:0.072
460,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.086|re.findall:0.081
461,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.086
462,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
463,Pattern Extraction,re.findall,-1.0,0,re.findall:0.089|re.findall:0.088|re.findall:0.085
464,Pattern Extraction,re.findall,-1.0,0,re.findall:0.108|re.findall:0.102|re.findall:0.094
465,Pattern Extraction,re.findall,-1.0,0,re.findall:0.128|re.findall:0.117|re.findall:0.106
466,Pattern Extraction,none,1.0,1,re.findall:0.128|re.findall:0.117|re.findall:0.106
467,Pattern Extraction,none,1.0,1,re.findall:0.128|re.findall:0.117|re.findall:0.106
468,Pattern Extraction,none,1.0,1,re.findall:0.128|re.findall:0.117|re.findall:0.106
469,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.101|re.findall:0.085
470,Pattern Extraction,none,1.0,1,re.findall:0.118|re.findall:0.101|re.findall:0.100
471,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.102|re.findall:0.087
472,Pattern Extraction,re.findall,-1.0,0,re.findall:0.115|re.findall:0.106|re.findall:0.098
473,Pattern Extraction,none,1.0,1,re.findall:0.115|re.findall:0.106|re.findall:0.100
474,Pattern Extraction,none,1.0,1,re.findall:0.115|re.findall:0.106|re.findall:0.100
475,Pattern Extraction,none,1.0,1,re.findall:0.115|re.findall:0.106|re.findall:0.100
476,Pattern Extraction,none,1.0,1,re.findall:0.115|re.findall:0.106|re.findall:0.100
477,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.079|re.findall:0.078
478,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.079
479,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.082
480,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.078|re.findall:0.078
481,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.078
482,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.086|re.findall:0.073
483,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.088|re.findall:0.086
484,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.091|re.findall:0.077
485,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.103|re.findall:0.088
486,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.103|re.findall:0.100
487,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.101|re.findall:0.092
488,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.101|re.findall:0.100
489,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.101|re.findall:0.100
490,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.101|re.findall:0.100
491,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.080|re.findall:0.080
492,Pattern Extraction,none,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.080
493,Pattern Extraction,none,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.100
494,Pattern Extraction,none,1.0,1,re.findall:0.105|re.findall:0.100|re.findall:0.100
495,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.077|re.findall:0.077
496,Pattern Extraction,re.findall,-1.0,0,re.findall:0.108|re.findall:0.081|re.findall:0.081
497,Pattern Extraction,re.findall,-1.0,0,re.findall:0.122|re.findall:0.085|re.findall:0.085
498,Pattern Extraction,none,1.0,1,re.findall:0.122|re.findall:0.100|re.findall:0.085
499,Pattern Extraction,re.findall,-1.0,0,re.findall:0.122|re.findall:0.092|re.findall:0.083
500,Pattern Extraction,none,1.0,1,re.findall:0.122|re.findall:0.100|re.findall:0.092
501,Pattern Extraction,re.findall,-1.0,0,re.findall:0.111|re.findall:0.094|re.findall:0.093
502,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.108|re.findall:0.100
503,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.108|re.findall:0.100
504,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.108|re.findall:0.100
505,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.108|re.findall:0.100
506,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.108|re.findall:0.100
507,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.108|re.findall:0.100
508,Pattern Extraction,re.findall,-1.0,0,re.findall:0.085|re.findall:0.073|re.findall:0.072
509,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.077|re.findall:0.077
510,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.089|re.findall:0.086
511,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.089
512,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.100
513,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.084|re.findall:0.083
514,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.095|re.findall:0.084
515,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.091|re.findall:0.087
516,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.100|re.findall:0.098
517,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.108|re.findall:0.098
518,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.108|re.findall:0.100
519,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.108|re.findall:0.100
520,Pattern Extraction,re.findall,-1.0,0,re.findall:0.116|re.findall:0.098|re.findall:0.086
521,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.098
522,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
523,Pattern Extraction,none,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
524,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.080|re.findall:0.079
525,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.080
526,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
527,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
528,Pattern Extraction,re.findall,-1.0,0,re.findall:0.078|re.findall:0.075|re.findall:0.073
529,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.078|re.findall:0.075
530,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.078
531,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.080|re.findall:0.074
532,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.080
533,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.085|re.findall:0.073
534,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.085
535,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
536,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
537,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
538,Pattern Extraction,re.findall,-1.0,0,re.findall:0.072|re.findall:0.070|re.findall:0.070
539,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.077|re.findall:0.075
540,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.088|re.findall:0.082
541,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.088
542,Pattern Extraction,re.findall,-1.0,0,re.findall:0.095|re.findall:0.090|re.findall:0.087
543,Pattern Extraction,re.findall,-1.0,0,re.findall:0.105|re.findall:0.102|re.findall:0.086
544,Pattern Extraction,re.findall,-1.0,0,re.findall:0.123|re.findall:0.107|re.findall:0.093
545,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.107|re.findall:0.100
546,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.107|re.findall:0.100
547,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.107|re.findall:0.100
548,Pattern Extraction,none,1.0,1,re.findall:0.123|re.findall:0.107|re.findall:0.100
549,Pattern Extraction,re.findall,-1.0,0,re.findall:0.107|re.findall:0.075|re.findall:0.074
550,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.075
551,Pattern Extraction,re.findall,-1.0,0,re.findall:0.113|re.findall:0.092|re.findall:0.073
552,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.092
553,Pattern Extraction,none,1.0,1,re.findall:0.113|re.findall:0.100|re.findall:0.100
554,Pattern Extraction,re.findall,-1.0,0,re.findall:0.109|re.findall:0.087|re.findall:0.084
555,Pattern Extraction,none,1.0,1,re.findall:0.109|re.findall:0.100|re.findall:0.087
556,Pattern Extraction,re.findall,-1.0,0,re.findall:0.112|re.findall:0.090|re.findall:0.089
557,Pattern Extraction,none,1.0,1,re.findall:0.112|re.findall:0.100|re.findall:0.090
558,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.091|re.findall:0.090
559,Pattern Extraction,re.findall,-1.0,0,re.findall:0.104|re.findall:0.099|re.findall:0.099
560,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.099
561,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
562,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
563,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
564,Pattern Extraction,none,1.0,1,re.findall:0.104|re.findall:0.100|re.findall:0.100
565,Pattern Extraction,re.findall,-1.0,0,re.findall:0.072|re.findall:0.071|re.findall:0.071
566,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.076|re.findall:0.075
567,Pattern Extraction,re.findall,-1.0,0,re.findall:0.084|re.findall:0.082|re.findall:0.082
568,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.089|re.findall:0.087
569,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.089
570,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.096
571,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.084|re.findall:0.080
572,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.084
573,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
574,Pattern Extraction,re.findall,-1.0,0,re.findall:0.090|re.findall:0.085|re.findall:0.082
575,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.085
576,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.090|re.findall:0.082
577,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.090
578,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.092
579,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
580,Pattern Extraction,re.findall,-1.0,0,re.findall:0.079|re.findall:0.078|re.findall:0.078
581,Pattern Extraction,re.findall,-1.0,0,re.findall:0.088|re.findall:0.085|re.findall:0.079
582,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.092|re.findall:0.087
583,Pattern Extraction,none,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.092
584,Pattern Extraction,re.findall,-1.0,0,re.findall:0.108|re.findall:0.093|re.findall:0.089
585,Pattern Extraction,none,1.0,1,re.findall:0.108|re.findall:0.100|re.findall:0.093
586,Pattern Extraction,re.findall,-1.0,0,re.findall:0.102|re.findall:0.099|re.findall:0.094
587,Pattern Extraction,re.findall,-1.0,0,re.findall:0.121|re.findall:0.109|re.findall:0.104
588,Pattern Extraction,re.findall,-1.0,0,re.findall:0.140|re.findall:0.129|re.findall:0.102
589,Pattern Extraction,none,1.0,1,re.findall:0.140|re.findall:0.129|re.findall:0.102
590,Pattern Extraction,none,1.0,1,re.findall:0.140|re.findall:0.129|re.findall:0.102
591,Pattern Extraction,none,1.0,1,re.findall:0.140|re.findall:0.129|re.findall:0.102
592,Pattern Extraction,re.findall,-1.0,0,re.findall:0.118|re.findall:0.114|re.findall:0.080
593,Pattern Extraction,re.findall,-1.0,0,re.findall:0.124|re.findall:0.116|re.findall:0.094
594,Pattern Extraction,re.findall,-1.0,0,re.findall:0.124|re.findall:0.111|re.findall:0.108
595,Pattern Extraction,none,1.0,1,re.findall:0.124|re.findall:0.111|re.findall:0.108
596,Pattern Extraction,none,1.0,1,re.findall:0.124|re.findall:0.111|re.findall:0.108
597,Pattern Extraction,none,1.0,1,re.findall:0.124|re.findall:0.111|re.findall:0.108
598,Pattern Extraction,none,1.0,1,re.findall:0.124|re.findall:0.111|re.findall:0.108
599,Pattern Extraction,none,1.0,1,re.findall:0.124|re.findall:0.111|re.findall:0.108
600,Pattern Extraction,re.findall,-1.0,0,re.findall:0.087|re.findall:0.083|re.findall:0.079
601,Pattern Extraction,re.findall,-1.0,0,re.findall:0.096|re.findall:0.091|re.findall:0.083
602,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.096|re.findall:0.091
603,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.096
604,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
605,Pattern Extraction,re.findall,-1.0,0,re.findall:0.081|re.findall:0.078|re.findall:0.077
606,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.081|re.findall:0.078
607,Pattern Extraction,re.findall,-1.0,0,re.findall:0.081|re.findall:0.080|re.findall:0.078
608,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.081|re.findall:0.080
609,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.081
610,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
611,Pattern Extraction,re.findall,-1.0,0,re.findall:0.077|re.findall:0.077|re.findall:0.077
612,Pattern Extraction,re.findall,-1.0,0,re.findall:0.083|re.findall:0.081|re.findall:0.080
613,Pattern Extraction,re.findall,-1.0,0,re.findall:0.092|re.findall:0.090|re.findall:0.082
614,Pattern Extraction,re.findall,-1.0,0,re.findall:0.103|re.findall:0.092|re.findall:0.085
615,Pattern Extraction,none,1.0,1,re.findall:0.103|re.findall:0.100|re.findall:0.092
616,Pattern Extraction,re.findall,-1.0,0,re.findall:0.106|re.findall:0.093|re.findall:0.081
617,Pattern Extraction,none,1.0,1,re.findall:0.106|re.findall:0.100|re.findall:0.093
618,Pattern Extraction,re.findall,-1.0,0,re.findall:0.106|re.findall:0.098|re.findall:0.093
619,Pattern Extraction,none,1.0,1,re.findall:0.106|re.findall:0.100|re.findall:0.098
620,Pattern Extraction,re.findall,-1.0,0,re.findall:0.107|re.findall:0.100|re.findall:0.092
621,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.100
622,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.100
623,Pattern Extraction,none,1.0,1,re.findall:0.107|re.findall:0.100|re.findall:0.100
624,Pattern Extraction,re.findall,-1.0,0,re.findall:0.094|re.findall:0.079|re.findall:0.079
625,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.094|re.findall:0.079
626,Pattern Extraction,re.findall,-1.0,0,re.findall:0.093|re.findall:0.086|re.findall:0.083
627,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.086
628,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
629,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
630,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
631,Pattern Extraction,none,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
632,Pattern Extraction,re.findall,-1.0,0,re.findall:0.071|re.findall:0.068|re.findall:0.068
633,Pattern Extraction,re.findall,-1.0,0,re.findall:0.082|re.findall:0.075|re.findall:0.071
634,Pattern Extraction,re.findall,-1.0,0,re.findall:0.097|re.findall:0.082|re.findall:0.078
635,Pattern Extraction,re.findall,-1.0,0,re.findall:0.117|re.findall:0.088|re.findall:0.087
636,Pattern Extraction,re.findall,-1.0,0,re.findall:0.136|re.findall:0.092|re.findall:0.090
637,Pattern Extraction,re.findall,-1.0,0,re.findall:0.151|re.findall:0.100|re.findall:0.091
638,Pattern Extraction,none,1.0,1,re.findall:0.151|re.findall:0.100|re.findall:0.100
639,Pattern Extraction,none,1.0,1,re.findall:0.151|re.findall:0.100|re.findall:0.100
640,Pattern Extraction,re.findall,-1.0,0,re.findall:0.139|re.findall:0.090|re.findall:0.088
641,Pattern Extraction,none,1.0,1,re.findall:0.139|re.findall:0.100|re.findall:0.090
