episode,phase,step0_tool,reward,success,top_patterns
523,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.081
524,Sensory Priming,standard,-1.0,0,re.findall:0.090|re.findall:0.078|re.findall:0.078
525,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.078
526,Sensory Priming,standard,-1.0,0,re.findall:0.091|re.findall:0.087|re.findall:0.080
527,Sensory Priming,standard,-1.0,0,re.findall:0.102|re.findall:0.095|re.findall:0.090
528,Sensory Priming,standard,-1.0,0,re.findall:0.120|re.findall:0.103|re.findall:0.093
529,Sensory Priming,standard,1.0,1,re.findall:0.120|re.findall:0.103|re.findall:0.100
530,Sensory Priming,standard,1.0,1,re.findall:0.120|re.findall:0.103|re.findall:0.100
531,Sensory Priming,standard,-1.0,0,re.findall:0.111|re.findall:0.096|re.findall:0.085
532,Sensory Priming,standard,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.096
533,Sensory Priming,standard,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.100
534,Sensory Priming,standard,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.100
535,Sensory Priming,standard,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.100
536,Sensory Priming,standard,1.0,1,re.findall:0.111|re.findall:0.100|re.findall:0.100
537,Sensory Priming,standard,-1.0,0,re.findall:0.079|re.findall:0.071|re.findall:0.068
538,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.079|re.findall:0.071
539,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.079
540,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
541,Sensory Priming,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
542,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
543,Hierarchical Chaining,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
544,Hierarchical Chaining,standard,-1.0,0,re.findall:0.065|re.findall:0.065|re.findall:0.063
545,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|re.findall:0.065|re.findall:0.065
546,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|re.findall:0.065
547,Hierarchical Chaining,standard,-1.0,0,re.findall:0.064|re.findall:0.064|math.sqrt:0.060
548,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|re.findall:0.064|re.findall:0.064
549,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.100|re.findall:0.064
550,Hierarchical Chaining,standard,-1.0,0,re.findall:0.067|re.findall:0.063|math.sqrt:0.059
551,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|re.findall:0.067|re.findall:0.063
552,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|re.findall:0.067
553,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|builtins.float:0.100
554,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|builtins.float:0.100
555,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|builtins.float:0.100
556,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|builtins.float:0.100
557,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.055|math.sqrt:0.055|re.findall:0.055
558,Hierarchical Chaining,standard,-1.0,0,re.findall:0.068|re.findall:0.054|math.sqrt:0.053
559,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|re.findall:0.068|re.findall:0.054
560,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|re.findall:0.068
561,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.074|re.findall:0.071|math.sqrt:0.069
562,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.074|re.findall:0.071
563,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.074
564,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.076|re.findall:0.070|builtins.float:0.068
565,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.076|re.findall:0.070
566,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|math.sqrt:0.076
567,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.076|builtins.float:0.076|math.sqrt:0.065
568,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.076|builtins.float:0.076
569,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.084|builtins.float:0.074|builtins.float:0.071
570,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.084|builtins.float:0.074
571,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|builtins.float:0.084
572,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
573,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
574,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
575,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.100
576,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.061|builtins.float:0.061|math.sqrt:0.060
577,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.061|builtins.float:0.061
578,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.086|builtins.float:0.060|builtins.float:0.060
579,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.086|builtins.float:0.060
580,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|math.sqrt:0.086
581,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.100|math.sqrt:0.100
582,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.076|math.sqrt:0.076|math.sqrt:0.076
583,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.076|math.sqrt:0.076
584,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.087|math.sqrt:0.077|math.sqrt:0.077
585,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.091|math.sqrt:0.089|math.sqrt:0.087
586,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.091|math.sqrt:0.089
587,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|builtins.float:0.100|math.sqrt:0.091
588,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.082|math.sqrt:0.081|math.sqrt:0.081
589,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.092|math.sqrt:0.083|math.sqrt:0.083
590,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.092|math.sqrt:0.083
591,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.096|builtins.float:0.087|math.sqrt:0.077
592,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.096|builtins.float:0.087
593,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.093|math.sqrt:0.091|builtins.float:0.081
594,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.105|math.sqrt:0.096|builtins.float:0.079
595,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.105|builtins.float:0.100|math.sqrt:0.096
596,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.115|builtins.float:0.088|math.sqrt:0.082
597,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.115|builtins.float:0.100|builtins.float:0.088
598,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.115|builtins.float:0.100|builtins.float:0.100
599,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.116|builtins.float:0.085|builtins.float:0.084
600,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.132|builtins.float:0.099|builtins.float:0.089
601,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.132|math.sqrt:0.100|builtins.float:0.099
602,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.130|builtins.float:0.109|math.sqrt:0.090
603,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.130|builtins.float:0.109|math.sqrt:0.100
604,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.118|math.sqrt:0.115|math.sqrt:0.096
605,Hierarchical Chaining,standard,1.0,1,builtins.float:0.118|math.sqrt:0.115|builtins.float:0.100
606,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.118|math.sqrt:0.104|math.sqrt:0.096
607,Hierarchical Chaining,standard,1.0,1,builtins.float:0.118|math.sqrt:0.104|math.sqrt:0.100
608,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.114|builtins.float:0.108|builtins.float:0.095
609,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.114|builtins.float:0.108|builtins.float:0.100
610,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.122|builtins.float:0.095|math.sqrt:0.093
611,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.122|math.sqrt:0.100|builtins.float:0.095
612,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.122|math.sqrt:0.100|math.sqrt:0.100
613,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.123|math.sqrt:0.086|math.sqrt:0.086
614,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.148|math.sqrt:0.102|math.sqrt:0.096
615,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.173|math.sqrt:0.121|math.sqrt:0.108
616,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.173|math.sqrt:0.121|math.sqrt:0.108
617,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.173|math.sqrt:0.121|math.sqrt:0.108
618,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.173|math.sqrt:0.121|math.sqrt:0.108
619,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.147|math.sqrt:0.106|math.sqrt:0.097
620,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.151|math.sqrt:0.111|math.sqrt:0.109
621,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.155|math.sqrt:0.122|math.sqrt:0.102
622,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.155|math.sqrt:0.122|math.sqrt:0.102
623,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.132|math.sqrt:0.125|math.sqrt:0.108
624,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.132|math.sqrt:0.125|math.sqrt:0.108
625,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.132|math.sqrt:0.125|math.sqrt:0.108
626,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.116|math.sqrt:0.103|math.sqrt:0.102
627,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.116|math.sqrt:0.103|math.sqrt:0.102
628,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.116|math.sqrt:0.103|math.sqrt:0.102
629,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.116|math.sqrt:0.103|math.sqrt:0.102
630,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.096|math.sqrt:0.089|math.sqrt:0.084
631,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.096|math.sqrt:0.089
632,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.100|math.sqrt:0.096
633,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.100|builtins.float:0.100
634,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.083|builtins.float:0.079|builtins.float:0.079
635,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|math.sqrt:0.083|builtins.float:0.079
636,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.100|builtins.float:0.100|math.sqrt:0.083
637,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.081|builtins.float:0.080|builtins.float:0.077
638,Hierarchical Chaining,standard,-1.0,0,builtins.float:0.086|math.sqrt:0.086|builtins.float:0.085
639,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.101|builtins.float:0.096|builtins.float:0.090
640,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.096
641,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
642,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
643,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
644,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
645,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
646,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
647,Hierarchical Chaining,standard,1.0,1,math.sqrt:0.101|builtins.float:0.100|builtins.float:0.100
648,Hierarchical Chaining,standard,-1.0,0,math.sqrt:0.067|math.sqrt:0.056|math.sqrt:0.056
649,Hierarchical Chaining,standard,1.0,1,builtins.float:0.100|math.sqrt:0.067|math.sqrt:0.056
650,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.100|sympy.sympify:0.100|math.sqrt:0.067
651,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.100|sympy.sympify:0.100|math.sqrt:0.100
652,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.100|sympy.sympify:0.100|math.sqrt:0.100
653,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.072|math.sqrt:0.071|sympy.sympify:0.059
654,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.074|math.sqrt:0.071|math.sqrt:0.057
655,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.075|math.sqrt:0.070|math.sqrt:0.059
656,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|builtins.float:0.075|math.sqrt:0.070
657,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|builtins.float:0.075
658,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.100|sympy.sympify:0.092|sympy.sympify:0.092
659,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|builtins.float:0.099|sympy.sympify:0.090
660,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|builtins.float:0.099
661,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|sympy.sympify:0.100|math.sqrt:0.100
662,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.100|math.sqrt:0.081|sympy.sympify:0.081
663,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.107|math.sqrt:0.106|sympy.sympify:0.101
664,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.110|math.sqrt:0.108|sympy.sympify:0.103
665,Arithmetic Reasoning,standard,-1.0,0,builtins.float:0.121|sympy.sympify:0.113|math.sqrt:0.112
666,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.121|sympy.sympify:0.113|math.sqrt:0.112
667,Arithmetic Reasoning,standard,1.0,1,builtins.float:0.111|sympy.sympify:0.103|math.sqrt:0.101
668,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.155|builtins.float:0.105|sympy.sympify:0.099
669,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.161|builtins.float:0.104|sympy.sympify:0.100
670,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.161|builtins.float:0.104|sympy.sympify:0.100
671,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.169|sympy.sympify:0.092|sympy.sympify:0.092
672,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.169|sympy.sympify:0.100|sympy.sympify:0.092
673,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.156|sympy.sympify:0.101|sympy.sympify:0.100
674,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.178|sympy.sympify:0.150|sympy.sympify:0.078
675,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.186|sympy.sympify:0.148|sympy.sympify:0.100
676,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.186|sympy.sympify:0.148|sympy.sympify:0.100
677,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.159|sympy.sympify:0.121|builtins.float:0.100
678,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.159|sympy.sympify:0.121|builtins.float:0.100
679,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.134|sympy.sympify:0.100|sympy.sympify:0.097
680,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.134|sympy.sympify:0.100|math.factorial:0.100
681,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.125|sympy.sympify:0.122|sympy.sympify:0.107
682,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.152|sympy.sympify:0.129|sympy.sympify:0.122
683,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.152|sympy.sympify:0.129|sympy.sympify:0.122
684,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.167|sympy.sympify:0.121|sympy.sympify:0.120
685,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.167|sympy.sympify:0.121|sympy.sympify:0.120
686,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.177|sympy.sympify:0.120|sympy.sympify:0.114
687,Arithmetic Reasoning,standard,-1.0,0,sympy.sympify:0.185|sympy.sympify:0.126|sympy.sympify:0.120
688,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.185|sympy.sympify:0.126|sympy.sympify:0.120
689,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.166|sympy.sympify:0.116|sympy.sympify:0.108
690,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.166|sympy.sympify:0.116|sympy.sympify:0.108
691,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.166|sympy.sympify:0.116|sympy.sympify:0.108
692,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.123|sympy.sympify:0.100|sympy.sympify:0.087
693,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.123|sympy.sympify:0.100|sympy.sympify:0.100
694,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.123|sympy.sympify:0.100|sympy.sympify:0.100
695,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.123|sympy.sympify:0.100|sympy.sympify:0.100
696,Arithmetic Reasoning,standard,1.0,1,sympy.sympify:0.123|sympy.sympify:0.100|sympy.sympify:0.100
697,Pattern Extraction,standard,1.0,1,sympy.sympify:0.123|sympy.sympify:0.100|sympy.sympify:0.100
698,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.103|sympy.sympify:0.099|sympy.sympify:0.099
699,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.131|sympy.sympify:0.129|sympy.sympify:0.123
700,Pattern Extraction,standard,1.0,1,sympy.sympify:0.131|sympy.sympify:0.129|sympy.sympify:0.123
701,Pattern Extraction,standard,1.0,1,sympy.sympify:0.131|sympy.sympify:0.129|sympy.sympify:0.123
702,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.136|sympy.sympify:0.127|sympy.sympify:0.125
703,Pattern Extraction,standard,1.0,1,sympy.sympify:0.136|sympy.sympify:0.127|sympy.sympify:0.125
704,Pattern Extraction,standard,1.0,1,sympy.sympify:0.136|sympy.sympify:0.127|sympy.sympify:0.125
705,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.138|sympy.sympify:0.125|sympy.sympify:0.120
706,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.162|sympy.sympify:0.137|sympy.sympify:0.130
707,Pattern Extraction,standard,1.0,1,sympy.sympify:0.162|sympy.sympify:0.137|sympy.sympify:0.130
708,Pattern Extraction,standard,1.0,1,sympy.sympify:0.162|sympy.sympify:0.137|sympy.sympify:0.130
709,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.159|sympy.sympify:0.123|sympy.sympify:0.117
710,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.180|sympy.sympify:0.125|sympy.sympify:0.117
711,Pattern Extraction,standard,1.0,1,sympy.sympify:0.180|sympy.sympify:0.125|sympy.sympify:0.117
712,Pattern Extraction,standard,1.0,1,sympy.sympify:0.180|sympy.sympify:0.125|sympy.sympify:0.117
713,Pattern Extraction,standard,1.0,1,sympy.sympify:0.180|sympy.sympify:0.125|sympy.sympify:0.117
714,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.150|sympy.sympify:0.098|sympy.sympify:0.082
715,Pattern Extraction,standard,1.0,1,sympy.sympify:0.150|re.findall:0.100|sympy.sympify:0.098
716,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.138|sympy.sympify:0.090|re.findall:0.088
717,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.131|re.findall:0.094|sympy.sympify:0.089
718,Pattern Extraction,standard,1.0,1,sympy.sympify:0.131|re.findall:0.100|re.findall:0.094
719,Pattern Extraction,standard,1.0,1,sympy.sympify:0.131|re.findall:0.100|re.findall:0.100
720,Pattern Extraction,standard,-1.0,0,sympy.sympify:0.097|re.findall:0.084|re.findall:0.083
721,Pattern Extraction,standard,-1.0,0,re.findall:0.098|re.findall:0.089|re.findall:0.085
722,Pattern Extraction,standard,-1.0,0,re.findall:0.116|re.findall:0.094|re.findall:0.086
723,Pattern Extraction,standard,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.094
724,Pattern Extraction,standard,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
725,Pattern Extraction,standard,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
726,Pattern Extraction,standard,1.0,1,re.findall:0.116|re.findall:0.100|re.findall:0.100
727,Pattern Extraction,standard,-1.0,0,re.findall:0.097|re.findall:0.075|re.findall:0.074
728,Pattern Extraction,standard,-1.0,0,re.findall:0.108|re.findall:0.081|re.findall:0.080
729,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.100|re.findall:0.081
730,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.100|re.findall:0.100
731,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.100|re.findall:0.100
732,Pattern Extraction,standard,-1.0,0,re.findall:0.091|re.findall:0.080|re.findall:0.080
733,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.091|re.findall:0.090
734,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.091
735,Pattern Extraction,standard,-1.0,0,re.findall:0.093|re.findall:0.093|re.findall:0.090
736,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.093|re.findall:0.093
737,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.093
738,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
739,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
740,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.100
741,Pattern Extraction,standard,-1.0,0,re.findall:0.073|re.findall:0.069|re.findall:0.068
742,Pattern Extraction,standard,-1.0,0,re.findall:0.084|re.findall:0.076|re.findall:0.076
743,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.084|re.findall:0.076
744,Pattern Extraction,standard,-1.0,0,re.findall:0.087|re.findall:0.085|re.findall:0.081
745,Pattern Extraction,standard,-1.0,0,re.findall:0.092|re.findall:0.089|re.findall:0.089
746,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.092|re.findall:0.089
747,Pattern Extraction,standard,-1.0,0,re.findall:0.090|re.findall:0.090|re.findall:0.089
748,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.090|re.findall:0.090
749,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.100|re.findall:0.090
750,Pattern Extraction,standard,-1.0,0,re.findall:0.085|re.findall:0.084|re.findall:0.083
751,Pattern Extraction,standard,-1.0,0,re.findall:0.094|re.findall:0.092|re.findall:0.092
752,Pattern Extraction,standard,-1.0,0,re.findall:0.108|re.findall:0.105|re.findall:0.100
753,Pattern Extraction,standard,-1.0,0,re.findall:0.122|re.findall:0.121|re.findall:0.106
754,Pattern Extraction,standard,1.0,1,re.findall:0.122|re.findall:0.121|re.findall:0.106
755,Pattern Extraction,standard,1.0,1,re.findall:0.122|re.findall:0.121|re.findall:0.106
756,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.107|re.findall:0.091
757,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.107|re.findall:0.100
758,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.100|re.findall:0.095
759,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.100|re.findall:0.100
760,Pattern Extraction,standard,-1.0,0,re.findall:0.108|re.findall:0.101|re.findall:0.099
761,Pattern Extraction,standard,1.0,1,re.findall:0.108|re.findall:0.101|re.findall:0.100
762,Pattern Extraction,standard,-1.0,0,re.findall:0.110|re.findall:0.099|re.findall:0.097
763,Pattern Extraction,standard,1.0,1,re.findall:0.110|re.findall:0.100|re.findall:0.099
764,Pattern Extraction,standard,-1.0,0,re.findall:0.114|re.findall:0.103|re.findall:0.101
765,Pattern Extraction,standard,1.0,1,re.findall:0.114|re.findall:0.103|re.findall:0.101
766,Pattern Extraction,standard,-1.0,0,re.findall:0.114|re.findall:0.106|re.findall:0.106
767,Pattern Extraction,standard,-1.0,0,re.findall:0.144|re.findall:0.114|re.findall:0.106
768,Pattern Extraction,standard,1.0,1,re.findall:0.144|re.findall:0.114|re.findall:0.106
769,Pattern Extraction,standard,-1.0,0,re.findall:0.158|re.findall:0.109|re.findall:0.104
770,Pattern Extraction,standard,1.0,1,re.findall:0.158|re.findall:0.109|re.findall:0.104
771,Pattern Extraction,standard,1.0,1,re.findall:0.158|re.findall:0.109|re.findall:0.104
772,Pattern Extraction,standard,-1.0,0,re.findall:0.146|re.findall:0.094|re.findall:0.094
773,Pattern Extraction,standard,1.0,1,re.findall:0.146|re.findall:0.100|re.findall:0.094
774,Pattern Extraction,standard,1.0,1,re.findall:0.146|re.findall:0.100|re.findall:0.100
775,Pattern Extraction,standard,1.0,1,re.findall:0.146|re.findall:0.100|re.findall:0.100
776,Pattern Extraction,standard,-1.0,0,re.findall:0.115|re.findall:0.081|re.findall:0.080
777,Pattern Extraction,standard,1.0,1,re.findall:0.115|re.findall:0.100|re.findall:0.081
778,Pattern Extraction,standard,-1.0,0,re.findall:0.099|re.findall:0.090|re.findall:0.083
779,Pattern Extraction,standard,-1.0,0,re.findall:0.095|re.findall:0.094|re.findall:0.091
780,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.100|re.findall:0.100
781,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.100
782,Pattern Extraction,standard,-1.0,0,re.findall:0.102|re.findall:0.096|re.findall:0.095
783,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.096
784,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.100
785,Pattern Extraction,standard,1.0,1,re.findall:0.102|re.findall:0.100|re.findall:0.100
786,Pattern Extraction,standard,-1.0,0,re.findall:0.082|re.findall:0.082|re.findall:0.080
787,Pattern Extraction,standard,1.0,1,re.findall:0.100|re.findall:0.082|re.findall:0.082
788,Pattern Extraction,standard,-1.0,0,re.findall:0.089|re.findall:0.086|re.findall:0.085
